TICKER,SHORT_NAME,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
CSCO UW Equity,CISCO SYSTEMS,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CSX UW Equity,CSX CORP,Industrials,Transportation,Road & Rail,Railroads
CTAS UW Equity,CINTAS CORP,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
CTL UN Equity,CENTURYLINK INC,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
CTSH UW Equity,COGNIZANT TECH-A,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
CTVA UN Equity,CORTEVA INC,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
CTXS UW Equity,CITRIX SYSTEMS,Information Technology,Software & Services,Software,Application Software
CVS UN Equity,CVS HEALTH CORP,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CVX UN Equity,CHEVRON CORP,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
CXO UN Equity,CONCHO RESOURCES,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
D UN Equity,DOMINION ENERGY,Utilities,Utilities,Multi-Utilities,Multi-Utilities
DAL UN Equity,DELTA AIR LI,Industrials,Transportation,Airlines,Airlines
DD UN Equity,DUPONT DE NEMOUR,Materials,Materials,Chemicals,Specialty Chemicals
DE UN Equity,DEERE & CO,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery
DFS UN Equity,DISCOVER FINANCI,Financials,Diversified Financials,Consumer Finance,Consumer Finance
DG UN Equity,DOLLAR GENERAL C,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores
DGX UN Equity,QUEST DIAGNOSTIC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
DHI UN Equity,DR HORTON INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
DHR UN Equity,DANAHER CORP,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
DIS UN Equity,WALT DISNEY CO,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
DISCA UW Equity,DISCOVERY INC -,Communication Services,Media & Entertainment,Media,Broadcasting
DISCK UW Equity,DISCOVERY INC-C,Communication Services,Media & Entertainment,Media,Broadcasting
DISH UW Equity,DISH NETWORK-A,Communication Services,Media & Entertainment,Media,Cable & Satellite
DLR UN Equity,DIGITAL REALTY,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
DLTR UW Equity,DOLLAR TREE INC,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores
DOV UN Equity,DOVER CORP,Industrials,Capital Goods,Machinery,Industrial Machinery
DOW UN Equity,DOW INC,Materials,Materials,Chemicals,Commodity Chemicals
DRE UN Equity,DUKE REALTY CORP,Real Estate,Real Estate,Equity Real Estate Investment,Industrial REITs
DRI UN Equity,DARDEN RESTAURAN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DTE UN Equity,DTE ENERGY CO,Utilities,Utilities,Multi-Utilities,Multi-Utilities
DUK UN Equity,DUKE ENERGY CORP,Utilities,Utilities,Electric Utilities,Electric Utilities
DVA UN Equity,DAVITA INC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
DVN UN Equity,DEVON ENERGY CO,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
DXC UN Equity,DXC TECHNOLOGY C,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
EA UW Equity,ELECTRONIC ARTS,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment
EBAY UW Equity,EBAY INC,Consumer Discretionary,Retailing,Internet & Direct Marketing Re,Internet & Direct Marketing Re
ECL UN Equity,ECOLAB INC,Materials,Materials,Chemicals,Specialty Chemicals
ED UN Equity,CONS EDISON INC,Utilities,Utilities,Multi-Utilities,Multi-Utilities
EFX UN Equity,EQUIFAX INC,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
EIX UN Equity,EDISON INTL,Utilities,Utilities,Electric Utilities,Electric Utilities
EL UN Equity,ESTEE LAUDER,Consumer Staples,Household & Personal Products,Personal Products,Personal Products
EMN UN Equity,EASTMAN CHEMICAL,Materials,Materials,Chemicals,Diversified Chemicals
EMR UN Equity,EMERSON ELEC CO,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
EOG UN Equity,EOG RESOURCES,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
EQIX UW Equity,EQUINIX INC,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
EQR UN Equity,EQUITY RESIDENTI,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs
ES UN Equity,EVERSOURCE ENERG,Utilities,Utilities,Electric Utilities,Electric Utilities
ESS UN Equity,ESSEX PROPERTY,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs
ETFC UW Equity,E*TRADE FINANCIA,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
ETN UN Equity,EATON CORP PLC,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
ETR UN Equity,ENTERGY CORP,Utilities,Utilities,Electric Utilities,Electric Utilities
EVRG UN Equity,EVERGY INC,Utilities,Utilities,Electric Utilities,Electric Utilities
EW UN Equity,EDWARDS LIFE,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
EXC UW Equity,EXELON CORP,Utilities,Utilities,Electric Utilities,Electric Utilities
EXPD UW Equity,EXPEDITORS INTL,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
EXPE UW Equity,EXPEDIA GROUP IN,Consumer Discretionary,Retailing,Internet & Direct Marketing Re,Internet & Direct Marketing Re
EXR UN Equity,EXTRA SPACE STOR,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
F UN Equity,FORD MOTOR CO,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
FANG UW Equity,DIAMONDBACK ENER,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
FAST UW Equity,FASTENAL CO,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
FB UW Equity,FACEBOOK INC-A,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
FBHS UN Equity,FORTUNE BRANDS H,Industrials,Capital Goods,Building Products,Building Products
FCX UN Equity,FREEPORT-MCMORAN,Materials,Materials,Metals & Mining,Copper
FDX UN Equity,FEDEX CORP,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
FE UN Equity,FIRSTENERGY CORP,Utilities,Utilities,Electric Utilities,Electric Utilities
FFIV UW Equity,F5 NETWORKS,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
FIS UN Equity,FIDELITY NATIONA,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
FISV UW Equity,FISERV INC,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
FITB UW Equity,FIFTH THIRD BANC,Financials,Banks,Banks,Regional Banks
FLIR UW Equity,FLIR SYSTEMS,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
FLS UN Equity,FLOWSERVE CORP,Industrials,Capital Goods,Machinery,Industrial Machinery
FLT UN Equity,FLEETCOR TECHNOL,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
FMC UN Equity,FMC CORP,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
FOX UW Equity,FOX CORP - B,Communication Services,Media & Entertainment,Media,Broadcasting
FOXA UW Equity,FOX CORP - A,Communication Services,Media & Entertainment,Media,Broadcasting
FRC UN Equity,FIRST REPUBLIC B,Financials,Banks,Banks,Regional Banks
FRT UN Equity,FED REALTY INVS,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
FTI UN Equity,TECHNIPFMC PLC,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
FTNT UW Equity,FORTINET INC,Information Technology,Software & Services,Software,Systems Software
FTV UN Equity,FORTIVE CORP,Industrials,Capital Goods,Machinery,Industrial Machinery
GD UN Equity,GENERAL DYNAMICS,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
GE UN Equity,GENERAL ELECTRIC,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
GILD UW Equity,GILEAD SCIENCES,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
GIS UN Equity,GENERAL MILLS IN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
GL UN Equity,GLOBE LIFE INC,Financials,Insurance,Insurance,Life & Health Insurance
GLW UN Equity,CORNING INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
GM UN Equity,GENERAL MOTORS C,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
GOOG UW Equity,ALPHABET INC-C,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
GOOGL UW Equity,ALPHABET INC-A,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
GPC UN Equity,GENUINE PARTS CO,Consumer Discretionary,Retailing,Distributors,Distributors
GPN UN Equity,GLOBAL PAYMENTS,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
GPS UN Equity,GAP INC/THE,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
GRMN UW Equity,GARMIN LTD,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics
GS UN Equity,GOLDMAN SACHS GP,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
GWW UN Equity,WW GRAINGER INC,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
HAL UN Equity,HALLIBURTON CO,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
HAS UW Equity,HASBRO INC,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
HBAN UW Equity,HUNTINGTON BANC,Financials,Banks,Banks,Regional Banks
HBI UN Equity,HANESBRANDS INC,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
HCA UN Equity,HCA HEALTHCARE I,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
HD UN Equity,HOME DEPOT INC,Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail
HES UN Equity,HESS CORP,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
HFC UN Equity,HOLLYFRONTIER CO,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
HIG UN Equity,HARTFORD FINL SV,Financials,Insurance,Insurance,Multi-line Insurance
HII UN Equity,HUNTINGTON INGAL,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
HLT UN Equity,HILTON WORLDWIDE,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
HOG UN Equity,HARLEY-DAVIDSON,Consumer Discretionary,Automobiles & Components,Automobiles,Motorcycle Manufacturers
HOLX UW Equity,HOLOGIC INC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
HON UN Equity,HONEYWELL INTL,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
HP UN Equity,HELMERICH & PAYN,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling
HPE UN Equity,HEWLETT PACKA,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
HPQ UN Equity,HP INC,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
HRB UN Equity,H&R BLOCK INC,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
HRL UN Equity,HORMEL FOODS CRP,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
HSIC UW Equity,HENRY SCHEIN INC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors
HST UN Equity,HOST HOTELS & RE,Real Estate,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs
HSY UN Equity,HERSHEY CO/THE,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
HUM UN Equity,HUMANA INC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care
IBM UN Equity,IBM,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
ICE UN Equity,INTERCONTINENTAL,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data
IDXX UW Equity,IDEXX LABS,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
IEX UN Equity,IDEX CORP,Industrials,Capital Goods,Machinery,Industrial Machinery
IFF UN Equity,INTL FLVR & FRAG,Materials,Materials,Chemicals,Specialty Chemicals
ILMN UW Equity,ILLUMINA INC,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
INCY UW Equity,INCYTE CORP,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
INFO UN Equity,IHS MARKIT LTD,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
INTC UW Equity,INTEL CORP,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
INTU UW Equity,INTUIT INC,Information Technology,Software & Services,Software,Application Software
IP UN Equity,INTL PAPER CO,Materials,Materials,Containers & Packaging,Paper Packaging
IPG UN Equity,INTERPUBLIC GRP,Communication Services,Media & Entertainment,Media,Advertising
IPGP UW Equity,IPG PHOTONICS,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
IQV UN Equity,IQVIA HOLDINGS I,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
IR UN Equity,INGERSOLL-RAND,Industrials,Capital Goods,Machinery,Industrial Machinery
IRM UN Equity,IRON MOUNTAIN,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
ISRG UW Equity,INTUITIVE SURGIC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
IT UN Equity,GARTNER INC,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
ITW UN Equity,ILLINOIS TOOL WO,Industrials,Capital Goods,Machinery,Industrial Machinery
IVZ UN Equity,INVESCO LTD,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
J UN Equity,JACOBS ENGIN GRP,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
JBHT UW Equity,HUNT (JB) TRANS,Industrials,Transportation,Road & Rail,Trucking
JCI UN Equity,JOHNSON CONTROLS,Industrials,Capital Goods,Building Products,Building Products
JKHY UW Equity,JACK HENRY,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
JNJ UN Equity,JOHNSON&JOHNSON,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
JNPR UN Equity,JUNIPER NETWORKS,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
JPM UN Equity,JPMORGAN CHASE,Financials,Banks,Banks,Diversified Banks
JWN UN Equity,NORDSTROM INC,Consumer Discretionary,Retailing,Multiline Retail,Department Stores
K UN Equity,KELLOGG CO,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
KEY UN Equity,KEYCORP,Financials,Banks,Banks,Regional Banks
KEYS UN Equity,KEYSIGHT TEC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
KHC UW Equity,KRAFT HEINZ CO/T,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
KIM UN Equity,KIMCO REALTY,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
KLAC UW Equity,KLA CORP,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment
KMB UN Equity,KIMBERLY-CLARK,Consumer Staples,Household & Personal Products,Household Products,Household Products
KMI UN Equity,KINDER MORGAN IN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
KMX UN Equity,CARMAX INC,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
KO UN Equity,COCA-COLA CO/THE,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks
KR UN Equity,KROGER CO,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail
KSS UN Equity,KOHLS CORP,Consumer Discretionary,Retailing,Multiline Retail,Department Stores
KSU UN Equity,KANSAS CITY SOUT,Industrials,Transportation,Road & Rail,Railroads
L UN Equity,LOEWS CORP,Financials,Insurance,Insurance,Property & Casualty Insurance
LB UN Equity,L BRANDS INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
LDOS UN Equity,LEIDOS HOLDINGS,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
LEG UN Equity,LEGGETT & PLATT,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
LEN UN Equity,LENNAR CORP-A,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LH UN Equity,LABORATORY CP,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
LHX UN Equity,L3HARRIS TECHNOL,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
LIN UN Equity,LINDE PLC,Materials,Materials,Chemicals,Industrial Gases
LKQ UW Equity,LKQ CORP,Consumer Discretionary,Retailing,Distributors,Distributors
LLY UN Equity,ELI LILLY & CO,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
LMT UN Equity,LOCKHEED MARTIN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
LNC UN Equity,LINCOLN NATL CRP,Financials,Insurance,Insurance,Life & Health Insurance
LNT UW Equity,ALLIANT ENERGY,Utilities,Utilities,Electric Utilities,Electric Utilities
LOW UN Equity,LOWE'S COS INC,Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail
LRCX UW Equity,LAM RESEARCH,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment
LUV UN Equity,SOUTHWEST AIR,Industrials,Transportation,Airlines,Airlines
LVS UN Equity,LAS VEGAS SANDS,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
LW UN Equity,LAMB WESTON,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
LYB UN Equity,LYONDELLBASELL-A,Materials,Materials,Chemicals,Commodity Chemicals
LYV UN Equity,LIVE NATION ENTE,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
M UN Equity,MACY'S INC,Consumer Discretionary,Retailing,Multiline Retail,Department Stores
MA UN Equity,MASTERCARD INC-A,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
MAA UN Equity,MID-AMERICA APAR,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs
MAR UW Equity,MARRIOTT INTL-A,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
MAS UN Equity,MASCO CORP,Industrials,Capital Goods,Building Products,Building Products
MCD UN Equity,MCDONALDS CORP,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
MCHP UW Equity,MICROCHIP TECH,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
MCK UN Equity,MCKESSON CORP,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors
MCO UN Equity,MOODY'S CORP,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data
MDLZ UW Equity,MONDELEZ INTER-A,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
MDT UN Equity,MEDTRONIC PLC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
MET UN Equity,METLIFE INC,Financials,Insurance,Insurance,Life & Health Insurance
MGM UN Equity,MGM RESORTS INTE,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
